"res-5zx6ot href","res-aogzfy","res-inoga3 href","res-1j9e5pd href","res-ewgtgq","res-ewgtgq 2","res-du9bhi","res-1bl90s9","res-7axup0","res-7lz8jh","res-7axup0 2","res-7lz8jh 5","res-7axup0 6","res-9lmmub","res-du9bhi 2","res-kjzl78","res-kjzl78 2","res-kjzl78 3","res-kjzl78 4","text-snippet-expand-button","res-1mkhkpt src","res-1jn70yv","res-kjzl78 5","res-kjzl78 6","res-kjzl78 7","res-kjzl78 8"
"","","https://www.stepstone.de/cmp/de/atruvia-ag-275261/jobs","https://www.stepstone.de/stellenangebote--Fullstack-Entwickler-e-m-Commerce-m-w-d-DBAPPA-Aschheim-Atruvia-AG--13867748-inline.html","Fullstack Entwickler e/m Commerce (m/w/d) | DBAPPA","Atruvia AG","Aschheim","70.000 - 102.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 4 Tagen","Teilweise Home-Office","Für unser Geschäftsfeld Daily Banking im Tribe Payment Processing & Administration (DBAPPA) suchen wir dich in Vollzeit als  (m/w/d) in Aschheim. Deine Tätigkeit ist dem Chapter/Squad /m  zugeordnet. * Als Mitglied des Teams /m  gestaltest du den gesamten Software-Lifecycle für Online-Bezahlverfahren wie Wero - von der ersten Idee über Entwicklung und Tests bis hin zur Produktion. * Atruvia AG * Aschheim * Feste Anstellung * Homeoffice möglich, Teilzeit, Vollzeit - Anschreiben nicht erforderlich - Wir sind der Digitalisierungspartner der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelange Banking-Expertise mit moderner Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren agree21 bis hin zur App-Entwicklung.","Fullstack Entwickler","e","Commerce","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","e","Commerce","",""
"","","https://www.stepstone.de/cmp/de/senacor-technologies-ag-47734/jobs","https://www.stepstone.de/stellenangebote--IT-Management-Consultant-IT-Projektmanager-m-w-d-Berlin-Bonn-Frankfurt-Hamburg-Muenchen-Nuernberg-Wien-Senacor-Technologies-AG--7785832-inline.html","IT Management Consultant | IT Projektmanager (m/w/d)","Senacor Technologies AG","Berlin, Bonn, Frankfurt, Hamburg, München, Nürnberg, Wien","57.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 13 Stunden","","Das  des Kunden zur strukturellen Optimierung von -Landschaften und -Organisationen beraten - Als agile -Beratung gestalten wir mit mehr als 1000 Mitarbeitenden -Transformation, Digitalisierung und individuelle Softwareentwicklung von morgen. * Transformationen übergreifend steuern über Programm- und Architecture Offices - Je nach Qualifikation und Interesse beraten bei uns den Kunden gesamtheitlich vom ersten Strategieprojekt bis zum Go-Live des letzten Systems einer -Transformation oder fokussieren sich auf die Steuerung von -Umsetzungsprojekten und -programmen. * Mehrjährige Erfahrung im -Projektumfeld - Corporate Benefits, Kurse für deine Work-Life-Balance mit voiio und modernste -Ausstattung – auch zur privaten Nutzung * Senacor Technologies AG * Berlin, Bonn, Frankfurt, Hamburg, München, Nürnberg, Wien * Feste Anstellung * Vollzeit - Über Senacor","Management","IT","IT","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","IT","IT","Management","IT"
"","","https://www.stepstone.de/cmp/de/ferchau-%e2%80%93-connecting-people-and-technologies-6095/jobs","https://www.stepstone.de/stellenangebote--SPS-Programmierer-Automatisierungstechniker-m-w-d-Landshut-FERCHAU-Connecting-People-and-Technologies--11893183-inline.html","SPS Programmierer / Automatisierungstechniker (m/w/d)","FERCHAU – Connecting People and Technologies","Landshut","55.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","","","|","Deutsch","vor 3 Wochen","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/mgm-technology-partners-gmbh-58948/jobs","https://www.stepstone.de/stellenangebote--Absolvent-der-Informatik-m-w-d-Java-Spring-TypeScript-React-Aachen-Bamberg-Berlin-Hamburg-Koeln-Leipzig-Muenchen-Nord-Nuernberg-mgm-technology-partners-GmbH--13803719-inline.html","Absolvent der Informatik (m/w/d) Java / Spring / TypeScript / React","mgm technology partners GmbH","Aachen, Bamberg, Berlin, Hamburg, Köln, Leipzig, München-Nord, Nürnberg","40.000 - 60.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 6 Tagen","Teilweise Home-Office","Sei Teil der Transformation von einem Projekt- hin zu einem hybriden Projekt- und Produkthaus als  der Informatik (m/w/d) Java / Spring / TypeScript / React * mgm technology partners GmbH * Aachen, Bamberg, Berlin, Hamburg, Köln, Leipzig, München-Nord, Nürnberg * Berufseinstieg/Trainee, Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Bei mgm entwickeln wir seit über drei Jahrzehnten komplexe Enterprise-Softwarelösungen und setzen mit unserer Low Code Plattform A12 auf modellgetriebene Softwareentwicklung. Auf Basis unserer Technologie entwickeln wir kontinuierlich eigene Tools und Lösungen für die Branchen Retail, Insurance und Public Sector. Modellgetriebene Entwicklung, Lean Application Security, Barrierefreiheit, Nutzerfreundlichkeit (UI/UX), Qualitätssicherung, Performanceoptimierung und Containerisierung sind nur einige Themen, die unsere tägliche Arbeit spannend machen.","Absolvent","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/cancom-se-98723/jobs","https://www.stepstone.de/stellenangebote--Senior-Solution-Design-Specialist-Cloud-Datacenter-m-w-d-Augsburg-Muenchen-Nuernberg-CANCOM-SE--12999449-inline.html","(Senior) Solution Design Specialist Cloud & Datacenter (m/w/d)","CANCOM SE","Augsburg, München, Nürnberg","57.000 - 88.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Unterstützung des   Teams bei der Erstellung von Angeboten und Konfigurationen * Konzeption und  von Datacenterlösungen (hauptsächlich aus den Bereichen Server & Storage) unter Berücksichtigung von Kundenanforderungen * CANCOM SE * Augsburg, München, Nürnberg * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Bei CANCOM erwartet dich ein innovatives, agiles und nachhaltiges Umfeld: Mehr als 5.300 Mitarbeiter arbeiten tagtäglich daran, mit Hilfe moderner IT-Lösungen die Zusammenarbeit und den Austausch in verschiedenen Lebensbereichen zu verbessern. Du hast Lust ein Teil davon zu sein und den nächsten Karriereschritt zu gehen? Dann werde Teil unserer Digital Journey. Wir freuen uns auf Menschen aus den unterschiedlichsten Fachrichtungen, die aufgeschlossen für Neues sind, innovative Einfälle haben und im Team gemeinsam Ziele voranbringen wollen.","Solution","Design","Design","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/bmw-group-27361/jobs","https://www.stepstone.de/stellenangebote--MLOps-Engineer-Implementation-f-m-x-Muenchen-BMW-Group--13902631-inline.html","MLOps Engineer - Implementation (f/m/x)","BMW Group","München","","","","","","","vor 1 Woche","","Furthermore, you  petabyte-scale data pipelines that consume domain datasets, transforming raw MDF4 (.mf4) and MCAP log files into training-ready formats. * 3–5 years of hands-on ML infrastructure or  experience. * BMW Group * München * Vollzeit - Sei einer der ersten Bewerber - At the BMW Group, everything begins with passion. It transforms a profession into a vocation. It drives us to continually reinvent mobility and bring innovative ideas to the roads. Enthusiasm for collaborative projects turns a team into a strong unit where every opinion is valued. It is only when expertise, highly professional processes, and enjoyment of work come together that we can shape the future collectively. We build and operate the ML infrastructure that takes perception and vision models from experiment to production - across a data mesh of domain-owned datasets, through large-scale distributed training on ...","engineer","MLOps","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/msd-sharp-%26-dohme-gmbh-86646/jobs","https://www.stepstone.de/stellenangebote--Senior-IT-Solution-Specialist-m-f-d-befristet-auf-2-Jahre-Unterschleissheim-MSD-Sharp-Dohme-GmbH--13924285-inline.html","Senior IT Solution Specialist (m/f/d) - befristet auf 2 Jahre","MSD Sharp & Dohme GmbH","Unterschleißheim","","Englisch","|","Deutsch","|","Kommunikation","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/iabg-industrieanlagen-betriebsgesellschaft-mbh-42217/jobs","https://www.stepstone.de/stellenangebote--Ausbildung-zum-Fachinformatiker-fuer-Anwendungsentwicklung-m-w-d-Ottobrunn-IABG-Industrieanlagen-Betriebsgesellschaft-mbH--13744512-inline.html","Ausbildung zum Fachinformatiker für Anwendungsentwicklung (m/w/d)","IABG Industrieanlagen - Betriebsgesellschaft mbH","Ottobrunn","","Englisch","","","|","Deutsch","vor 2 Wochen","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/megadev-gmbh-5138536/jobs","https://www.stepstone.de/stellenangebote--Team-Lead-Software-Development-m-w-d-Munich-MegaDev-GmbH--13733614-inline.html","Team Lead Software Development (m/w/d)","MegaDev GmbH","Munich","70.000 - 93.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 6 Tagen","Teilweise Home-Office","To strengthen our  we're looking for a  (m/f/d) with a clear focus on the functional and disciplinary leadership of our Tech  and the continued  of our PLITCH trainer. Zur Verstärkung unseres  suchen wir dich als  (m/w/d) mit klarem Fokus auf die fachliche und disziplinarische Führung unseres Tech- und die Weiterentwicklung unseres Plitch-Trainers. You love gaming, you're technically skilled, and you want to use your expertise in leadership and   not only hands-on, but also to  and grow a  of specialists? * Functional, disciplinary, and organizational leadership of a    (Junior, Mid-Level, and Senior Engineers) Du liebst Gaming, bist technisch versiert und möchtest dein Wissen in Führung und  nicht nur selbst ...","team,","Team Lead Software Development","team","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","development","Teams","Team Lead Software Development","Teams"
"","","https://www.stepstone.de/cmp/de/d-fine-gmbh-28052/jobs","https://www.stepstone.de/stellenangebote--Consultant-m-w-d-aus-den-Fachrichtungen-Physik-Mathematik-Informatik-Natur-Ingenieur-oder-Wirtschaftswissenschaften-Berlin-Duesseldorf-Frankfurt-am-Main-Hamburg-Muenchen-bundesweit-d-fine-GmbH--13785249-inline.html","Consultant (m/w/d) aus den Fachrichtungen Physik, Mathematik, Informatik, Natur-, Ingenieur- oder Wirtschaftswissenschaften","d-fine GmbH","Berlin, Düsseldorf, Frankfurt am Main, Hamburg, München, bundesweit","48.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Kommunikation","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/hensoldt-173428/jobs","https://www.stepstone.de/stellenangebote--Entwicklungsingenieur-Optoelektronik-w-m-d-Taufkirchen-HENSOLDT--13928426-inline.html","Entwicklungsingenieur Optoelektronik (w/m/d)","HENSOLDT","Taufkirchen","68.000 - 91.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","Deutsch","|","Kommunikation","vor 1 Woche","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/cofinpro-ag-54094/jobs","https://www.stepstone.de/stellenangebote--Full-Stack-Developer-Java-w-m-d-Frankfurt-am-Main-Muenchen-Berlin-Karlsruhe-Hannover-Koeln-Stuttgart-Cofinpro-AG--13415904-inline.html","Full Stack Developer Java (w/m/d)","Cofinpro AG","Frankfurt am Main, München, Berlin, Karlsruhe, Hannover, Köln, Stuttgart","47.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 3 Wochen","Teilweise Home-Office","Mindestens ein Jahr Berufserfahrung in der -Entwicklung * Ausgeprägte Kenntnisse in der Backend- und Frontend-Entwicklung mit  und Spring Boot, alternativ Erfahrung mit JakartaEE oder Microprofile-Implementierungen (Quarkus, Micronaut) sowie moderner Webtechnologien und einem der marktüblichen JavaScript-Frameworks (Angular, React, Vue.js) * Cofinpro AG * Frankfurt am Main, München, Berlin, Karlsruhe, Hannover, Köln, Stuttgart * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Besser beraten in den Themen Kredit, Wertpapier und Zahlungsverkehr. Wir sind die Management-, Fach- und Technologieberatung für Deutschlands führende Banken und Fondsgesellschaften. Was Deinen Job ausmacht * Konzeption, Entwicklung und Optimierung komplexer, innovativer Softwarelösungen unter Einsatz neuester Technologien und agiler Vorgehensweisen in direkter Kundenzusammenarbeit","Fullstack","Java","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/4c-group-ag-481/jobs","https://www.stepstone.de/stellenangebote--Masterand-zum-Thema-KI-GenAI-im-Bereich-Finance-Accounting-w-d-m-Muenchen-Frankfurt-4C-GROUP-AG--13331651-inline.html","Masterand zum Thema KI / GenAI im Bereich Finance & Accounting (w/d/m)","4C GROUP AG","München, Frankfurt","","Englisch","","","|","Deutsch","vor 2 Wochen","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/sopra-steria-3313/jobs","https://www.stepstone.de/stellenangebote--Senior-DevSecOps-Consultant-m-w-d-bundesweit-Berlin-Frankfurt-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--12774112-inline.html","Senior DevSecOps Consultant (m/w/d)","Sopra Steria","bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München","60.000 - 73.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Sopra Steria * bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München * Feste Anstellung * Homeoffice möglich, Vollzeit - Anschreiben nicht erforderlich - Wer wir sind - Wir sind als eine der führenden europäischen Management- und Technologieberatungen ein echter Tech-Player. Wir sehen uns als Vordenker*innen, handeln und denken strategisch, entwickeln mit unseren Kunden maßgeschneiderte Lösungen, sowie präzise Prozesse und implementieren innovative Technologien. Weltweit sind wir über 50.000 tech-affine und kluge Köpfe – gemeinsam gestalten wir die Zukunft unserer Kunden und die der Gesellschaft. Bist du bereit, das digitale Europa mitzugestalten? Deine Aufgaben * Bei unseren Kunden berätst du mit deinem Projektteam rund um das Thema Dev(Sec)Ops * Du planst, entwickelst und integrierst Cloud Architekturen, Technologien und Prozesse","","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","","","",""
"","","https://www.stepstone.de/cmp/de/truma-ger%c3%a4tetechnik-gmbh-%26-co-kg-27319/jobs","https://www.stepstone.de/stellenangebote--AI-Adoption-Use-Case-Manager-m-w-d-Putzbrunn-Truma-Geraetetechnik-GmbH-Co-KG--13916795-inline.html","AI Adoption & Use Case Manager (m/w/d)","Truma Gerätetechnik GmbH & Co. KG","Putzbrunn","60.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Wir suchen zum nächstmöglichen Zeitpunkt einen  Adoption & Use  (m/w/d) * Entwicklung und Umsetzung von Schulungs‑, Trainings‑ und Enablement‑Programmen für KI‑Tools (z.B. Microsoft Copilot, KI‑Assistenten, workflow‑basierte ‑Automationen ) * Aufbau, Koordination und Betreuung eines internen Netzwerks von „ Champions“ zur Stärkung der KI‑Kompetenz in allen Fachbereichen * Methodische Unterstützung bei der Konzeption und Umsetzung KI‑basierter Lösungen (z.B. Automatisierungen, Generative‑Use‑Cases, Assistenzsysteme) * Erfahrung im praktischen Einsatz von KI‑Tools und Plattformen (z.B. Microsoft Copilot, KI‑Assistenten, Automations‑/Workflow‑Tools, Conversational‑Systeme * Verständnis von Responsible‑Grundsätzen, Datenschutz‑ und Compliance‑Anforderungen bei KI‑Anwendungen * Truma Gerätetechnik GmbH & Co. KG * Putzbrunn * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber","AI","Case Manager","AI","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","AI","AI‑","AI‑","AI‑"
"","","https://www.stepstone.de/cmp/de/image-professionals-gmbh-60892/jobs","https://www.stepstone.de/stellenangebote--IT-System-Engineer-m-w-d-Muenchen-Image-Professionals-GmbH--13588200-inline.html","IT System Engineer (m/w/d)","Image Professionals GmbH","München","49.000 - 66.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","vor 1 Woche","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/noris-network-ag-53928/jobs","https://www.stepstone.de/stellenangebote--Teamleiter-Team-Lead-Infrastructure-as-a-Service-m-w-d-Nuernberg-Aschheim-bei-Muenchen-Berlin-noris-network-AG--13928127-inline.html","Teamleiter / Team Lead Infrastructure as a Service (m/w/d)","noris network AG","Nürnberg, Aschheim (bei München), Berlin","52.000 - 94.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","Deutsch","|","Kommunikation","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/sopra-steria-3313/jobs","https://www.stepstone.de/stellenangebote--Senior-Project-Program-Manager-IT-Digitalisation-m-w-d-bundesweit-Berlin-Frankfurt-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--12909467-inline.html","Senior Project/Program Manager - IT & Digitalisation (m/w/d)","Sopra Steria","bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München","100.000 - 140.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","In dieser Rolle übernimmst du Verantwortung für die Leitung komplexer  und Technologieprojekte – von der ersten Idee bis zum erfolgreichen Abschluss. * Die Leitung strategisch bedeutender  und Transformationsprojekte sowie umfangreicher Programme liegt in deinem Verantwortungsbereich – von der Initiierung über die Umsetzung bis zum erfolgreichen Abschluss * Darüber hinaus bringst du mindestens 10–15 Jahre Erfahrung in der Leitung großer, komplexer  und Transformationsprojekte mit – idealerweise branchenübergreifend * Du überzeugst durch ausgeprägte Kommunikations- und Präsentationsfähigkeiten – auch auf  und C-Level * -Equipment: Wir unterstützen dich bei der Ausstattung von benötigtem Zusatz-Equipment für ein optimales ortsflexibles Arbeiten * Sopra Steria * bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München * Feste Anstellung * Homeoffice möglich, Vollzeit","IT-","IT-","IT-","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","Senior-","IT","",""
"","","https://www.stepstone.de/cmp/de/swiss-life-lebensversicherung-se-69478/jobs","https://www.stepstone.de/stellenangebote--Mathematiker-m-w-d-Risikobewertung-Solvency-II-Garching-Swiss-Life-Lebensversicherung-SE--13856895-inline.html","Mathematiker (m/w/d) Risikobewertung & Solvency II","Swiss Life Lebensversicherung SE","Garching","","","","","","Deutsch","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/t%c3%9cv-s%c3%9cd-54474/jobs","https://www.stepstone.de/stellenangebote--Senior-Digital-Execution-Manager-w-m-d-Muenchen-TUEV-SUED--13848328-inline.html","Senior Digital Execution Manager (w/m/d)","TÜV SÜD","München","100.000 - 110.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","IT‑ bzw.  Project  mit mindestens 10 Jahren relevanter Berufs- oder Beratungserfahrung * Mitwirkung an der unternehmensweiten  z. B. durch Entwicklung und Etablierung global einsetzbarer Best Practices wie Projekt‑Delivery‑Frameworks * Sehr gute Kenntnisse im  Projektmanagement, inklusive agiler und hybrider Methoden sowie skalierter Frameworks (z. B. SAFe, LeSS) * TÜV SÜD * München * Feste Anstellung * Homeoffice möglich, Vollzeit - Innovationen bringen tiefgreifende Veränderungen mit sich und beeinflussen unser Leben in vielfältiger Weise. Bei TÜV SÜD sind wir in hohem Maße bestrebt, ein wichtiger Teil dieser Entwicklung und des Fortschritts zu sein. Wir sind von Anfang an dabei und begleiten diesen Prozess. Wir sorgen für eine sichere und nachhaltige Zukunft und schaffen Vertrauen in neue Technologien. Wir beraten, wir prüfen, wir zertifizieren.","Senior","Digital","Manager","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","Digitalstrategie,","digitalen","",""
"","","https://www.stepstone.de/cmp/de/cancom-se-98723/jobs","https://www.stepstone.de/stellenangebote--Developer-ServiceNow-m-w-d-Dresden-Frankfurt-am-Main-Jettingen-Scheppach-Muenchen-CANCOM-SE--13624572-inline.html","Developer ServiceNow (m/w/d)","CANCOM SE","Dresden, Frankfurt am Main, Jettingen-Scheppach, München","56.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","","","|","Deutsch","vor 3 Tagen","Teilweise Home-Office","","","","","","","","","","",""
"","","https://www.stepstone.de/cmp/de/sap-se-215050/jobs","https://www.stepstone.de/stellenangebote--Lead-Research-Engineer-f-m-d-Foundation-and-World-Models-on-Structured-Data-Garching-bei-Muenchen-DE-85748-SAP-SE--13703702-inline.html","Lead Research Engineer (f/m/d): Foundation and World Models on Structured Data","SAP SE","Garching bei München, DE, 85748","60.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","","At SAP's Business AI  we are exploring the next frontier of AI methods on structured business data – graphs, tables, time series, and more. We collaborate with our existing applied  teams in creating novel benchmarks for business problems and the development of novel architectures and models, with the goal to publish benchmarks and models at scientific conferences and in the open-source community. Define and  the creation of new training and benchmark datasets, bringing together rich semantic context with large scale business data. Define and drive open source model and software contributions based on  deliverables. Knowledge of latest  and development trends in Foundation Models on Structured Data. * SAP SE * Garching bei München, DE, 85748 * Feste Anstellung * Vollzeit - Introduction - We help the world run better","Research,","research","lead","mehr","","","research","research","",""
"","","https://www.stepstone.de/cmp/de/royal-service-gmbh-316936/jobs","https://www.stepstone.de/stellenangebote--IT-Manager-Prozessmanager-m-w-d-Digitalisierung-Business-Applications-Feldafing-Royal-Service-GmbH--13904901-inline.html","IT Manager / Prozessmanager (m/w/d) – Digitalisierung & Business Applications","Royal-Service GmbH","Feldafing","49.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","","Uns ist es wichtig die gesamte, erforderliche  für unsere Kunden abzubilden. * Sicherstellung eines stabilen und sicheren -Betriebs in Zusammenarbeit mit externen * Zentrale Ansprechperson für alle -Themen im Unternehmen * Analyse und Optimierung interner  gemeinsam mit den Fachbereichen * Planung und Steuerung von  und Digitalisierungsprojekten * Schnittstelle zwischen Fachbereichen, Software und externen -Partnern * Verantwortung für -Budget und Priorisierung von Maßnahmen * Ausbildung oder Studium im -Umfeld oder vergleichbare Praxiserfahrung * Verständnis für  und deren digitale Abbildung * Keine klassische „Feuerwehr- sondern nachhaltige Weiterentwicklung * Royal-Service GmbH * Feldafing * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Die Royal-Service GmbH ist ein innovatives Familienunternehmen, welches 2005 ...","Prozesskette","IT","IT","mehr","","Schnelle Bewerbung","Geschäftsprozesse","IT-","IT","IT"
"","","https://www.stepstone.de/cmp/de/vesterling-ag-6922/jobs","https://www.stepstone.de/stellenangebote--Software-Requirements-Engineer-mwd-Muenchen-Vesterling-AG--13706988-inline.html","Software Requirements Engineer (mwd)","Vesterling AG","München","55.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)","","","","","Deutsch","vor 3 Wochen","Teilweise Home-Office","","","","","","https://www.stepstone.de/upload_DE/logo/C/logoVesterling-AG-6922DE-2201241418.gif?im=Resize=(56,56)","","","","",""
"","","https://www.stepstone.de/cmp/de/t%c3%9cv-s%c3%9cd-54474/jobs","https://www.stepstone.de/stellenangebote--Business-Process-Automation-Manager-w-m-d-Muenchen-TUEV-SUED--13796524-inline.html","Business Process Automation Manager (w/m/d)","TÜV SÜD","München","6.900 - 7.500 €/Monat  (geschätzt für Vollzeit)","Englisch","|","Deutsch","|","Kommunikation","vor 1 Woche","","","","","","","https://www.stepstone.de/upload_DE/logo/B/logoTUV-SUD-54474DE-2305081235.gif?im=Resize=(56,56)","","","","",""
"","","https://www.stepstone.de/cmp/de/ntt-data-107448/jobs","https://www.stepstone.de/stellenangebote--ServiceNow-Senior-Solution-Consultant-w-m-x-Muenchen-Frankfurt-a-M-Stuttgart-Koeln-Hamburg-Ettlingen-Wolfsburg-Erfurt-Wien-Graz-NTT-DATA--13800476-inline.html","ServiceNow Senior Solution Consultant (w/m/x)","NTT DATA","München, Frankfurt a. M., Stuttgart, Köln, Hamburg, Ettlingen, Wolfsburg, Erfurt, Wien, Graz","65.000 - 110.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","NTT DATA * München, Frankfurt a. M., Stuttgart, Köln, Hamburg, Ettlingen, Wolfsburg, Erfurt, Wien, Graz * Feste Anstellung * Homeoffice möglich, Vollzeit - Anschreiben nicht erforderlich - Schnelle Bewerbung - Technology is only as good as the people behind it. NTT DATA gehört zu den weltweit führenden Dienstleistern für Business- und IT-Lösungen. Mit Weitsicht und Innovationskraft schaffen wir außergewöhnliche Lösungen auf dem Weg in eine nachhaltige und vernetzte Zukunft. Von Connect bis zu Create kombinieren wir globale Präsenz mit lokaler Marktkenntnis und begleiten unsere Kunden mit einem umfangreichen Portfolio zu ihrem Erfolg in der digitalen Welt. IT's your turn to enter new spaces. Deine Mission - Deine Benefits * Flexible Arbeitszeiten mit Gleitzeitregelung und Reisezeit ist Arbeitszeit * 30 Tage Urlaub, zusätzlich sind der 24.12. und 31.12. arbeitsfreie Tage * Sabbatical bis zu einem Jahr möglich","","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
